timestamp,day_of_week,hour,flow_veh_h,occupancy_pct,avg_speed_kmh,weather,incident
2025-09-21T11:00:00,0,11,637,27,53,clear,0
2025-09-21T12:00:00,0,12,509,24,54,clear,0
2025-09-21T13:00:00,0,13,582,21,55,clear,0
2025-09-21T14:00:00,0,14,479,21,52,rain,0
2025-09-21T15:00:00,0,15,606,26,54,clear,0
2025-09-21T16:00:00,0,16,895,41,45,clear,0
2025-09-21T17:00:00,0,17,1361,57,39,clear,0
2025-09-21T18:00:00,0,18,1351,66,37,clear,0
2025-09-21T19:00:00,0,19,1204,57,41,clear,0
2025-09-21T20:00:00,0,20,577,30,50,rain,0
2025-09-21T21:00:00,0,21,275,14,60,fog,0
2025-09-21T22:00:00,0,22,172,7,61,rain,0
2025-09-21T23:00:00,0,23,153,7,64,rain,0
2025-09-22T00:00:00,1,0,159,7,61,clear,0
2025-09-22T01:00:00,1,1,146,6,61,clear,0
2025-09-22T02:00:00,1,2,141,6,63,rain,0
2025-09-22T03:00:00,1,3,158,7,63,clear,0
2025-09-22T04:00:00,1,4,157,7,65,clear,0
2025-09-22T05:00:00,1,5,260,11,57,clear,0
2025-09-22T06:00:00,1,6,429,19,58,rain,0
2025-09-22T07:00:00,1,7,1124,49,44,clear,0
2025-09-22T08:00:00,1,8,2141,95,23,clear,0
2025-09-22T09:00:00,1,9,1691,72,34,rain,0
2025-09-22T10:00:00,1,10,1192,47,44,rain,0
2025-09-22T11:00:00,1,11,1080,45,44,clear,0
2025-09-22T12:00:00,1,12,942,38,47,clear,0
2025-09-22T13:00:00,1,13,900,40,47,clear,0
2025-09-22T14:00:00,1,14,900,42,49,clear,0
2025-09-22T15:00:00,1,15,840,34,51,clear,0
2025-09-22T16:00:00,1,16,1314,58,40,clear,0
2025-09-22T17:00:00,1,17,1613,70,33,fog,0
2025-09-22T18:00:00,1,18,2156,95,25,clear,0
2025-09-22T19:00:00,1,19,1985,95,19,clear,0
2025-09-22T20:00:00,1,20,835,37,47,rain,0
2025-09-22T21:00:00,1,21,519,24,55,clear,0
2025-09-22T22:00:00,1,22,204,10,60,rain,0
2025-09-22T23:00:00,1,23,170,7,61,clear,0
2025-09-23T00:00:00,2,0,137,6,62,rain,0
2025-09-23T01:00:00,2,1,156,7,62,clear,0
2025-09-23T02:00:00,2,2,109,5,62,fog,0
2025-09-23T03:00:00,2,3,152,6,63,clear,0
2025-09-23T04:00:00,2,4,161,7,60,clear,0
2025-09-23T05:00:00,2,5,234,10,58,rain,0
2025-09-23T06:00:00,2,6,463,21,57,rain,0
2025-09-23T07:00:00,2,7,1204,58,40,clear,0
2025-09-23T08:00:00,2,8,1898,64,38,clear,0
2025-09-23T09:00:00,2,9,1537,73,32,rain,0
2025-09-23T10:00:00,2,10,1356,61,37,clear,0
2025-09-23T11:00:00,2,11,1001,46,40,clear,0
2025-09-23T12:00:00,2,12,774,37,47,clear,0
2025-09-23T13:00:00,2,13,901,37,50,clear,0
2025-09-23T14:00:00,2,14,899,36,49,clear,0
2025-09-23T15:00:00,2,15,963,42,45,clear,0
2025-09-23T16:00:00,2,16,1405,57,41,clear,0
2025-09-23T17:00:00,2,17,1846,87,27,clear,0
2025-09-23T18:00:00,2,18,2502,95,23,clear,0
2025-09-23T19:00:00,2,19,1810,74,31,clear,0
2025-09-23T20:00:00,2,20,904,44,45,rain,0
2025-09-23T21:00:00,2,21,529,26,53,clear,0
2025-09-23T22:00:00,2,22,228,10,59,clear,0
2025-09-23T23:00:00,2,23,129,6,63,fog,0
2025-09-24T00:00:00,3,0,133,6,64,fog,0
2025-09-24T01:00:00,3,1,143,6,62,clear,0
2025-09-24T02:00:00,3,2,116,5,61,fog,0
2025-09-24T03:00:00,3,3,148,6,61,clear,0
2025-09-24T04:00:00,3,4,148,7,61,rain,0
2025-09-24T05:00:00,3,5,183,9,59,fog,0
2025-09-24T06:00:00,3,6,546,21,55,clear,0
2025-09-24T07:00:00,3,7,1041,48,44,rain,0
2025-09-24T08:00:00,3,8,2022,88,26,clear,0
2025-09-24T09:00:00,3,9,1669,79,32,fog,0
2025-09-24T10:00:00,3,10,1478,71,31,clear,0
2025-09-24T11:00:00,3,11,786,37,48,rain,0
2025-09-24T12:00:00,3,12,912,41,42,clear,0
2025-09-24T13:00:00,3,13,835,37,49,clear,0
2025-09-24T14:00:00,3,14,683,30,52,rain,0
2025-09-24T15:00:00,3,15,936,39,46,clear,0
2025-09-24T16:00:00,3,16,1180,51,42,rain,0
2025-09-24T17:00:00,3,17,1484,69,35,fog,0
2025-09-24T18:00:00,3,18,2262,95,24,clear,0
2025-09-24T19:00:00,3,19,2068,95,22,clear,0
2025-09-24T20:00:00,3,20,1170,51,39,clear,0
2025-09-24T21:00:00,3,21,423,19,56,rain,0
2025-09-24T22:00:00,3,22,223,11,60,clear,0
2025-09-24T23:00:00,3,23,187,8,62,clear,0
2025-09-25T00:00:00,4,0,131,6,62,rain,0
2025-09-25T01:00:00,4,1,127,5,62,fog,0
2025-09-25T02:00:00,4,2,145,6,60,clear,0
2025-09-25T03:00:00,4,3,155,8,63,clear,0
2025-09-25T04:00:00,4,4,165,8,62,clear,0
2025-09-25T05:00:00,4,5,270,12,61,clear,0
2025-09-25T06:00:00,4,6,422,20,57,fog,0
2025-09-25T07:00:00,4,7,1320,61,38,clear,0
2025-09-25T08:00:00,4,8,2072,85,26,clear,0
2025-09-25T09:00:00,4,9,2014,95,22,clear,0
2025-09-25T10:00:00,4,10,1226,53,43,rain,0
2025-09-25T11:00:00,4,11,943,46,44,clear,0
2025-09-25T12:00:00,4,12,839,29,53,clear,0
2025-09-25T13:00:00,4,13,813,34,52,clear,0
2025-09-25T14:00:00,4,14,855,33,49,clear,0
2025-09-25T15:00:00,4,15,916,35,50,clear,0
2025-09-25T16:00:00,4,16,1049,48,43,rain,0
2025-09-25T17:00:00,4,17,2125,95,21,clear,0
2025-09-25T18:00:00,4,18,1988,86,24,rain,0
2025-09-25T19:00:00,4,19,1917,88,24,clear,0
2025-09-25T20:00:00,4,20,1052,46,42,clear,0
2025-09-25T21:00:00,4,21,566,26,56,clear,0
2025-09-25T22:00:00,4,22,199,8,61,fog,0
2025-09-25T23:00:00,4,23,178,8,59,clear,0
2025-09-26T00:00:00,5,0,131,6,64,rain,0
2025-09-26T01:00:00,5,1,156,7,60,clear,0
2025-09-26T02:00:00,5,2,143,6,62,rain,0
2025-09-26T03:00:00,5,3,154,7,61,clear,0
2025-09-26T04:00:00,5,4,175,8,62,clear,0
2025-09-26T05:00:00,5,5,203,9,62,rain,0
2025-09-26T06:00:00,5,6,528,23,55,clear,0
2025-09-26T07:00:00,5,7,1161,50,43,clear,0
2025-09-26T08:00:00,5,8,1866,72,31,clear,0
2025-09-26T09:00:00,5,9,2217,95,22,clear,0
2025-09-26T10:00:00,5,10,1271,56,42,clear,0
2025-09-26T11:00:00,5,11,955,46,44,clear,0
2025-09-26T12:00:00,5,12,751,36,51,rain,0
2025-09-26T13:00:00,5,13,654,30,52,rain,0
2025-09-26T14:00:00,5,14,815,34,49,clear,0
2025-09-26T15:00:00,5,15,877,45,42,clear,0
2025-09-26T16:00:00,5,16,1187,60,38,clear,0
2025-09-26T17:00:00,5,17,2077,90,25,clear,0
2025-09-26T18:00:00,5,18,2089,95,21,clear,0
2025-09-26T19:00:00,5,19,1995,92,24,clear,0
2025-09-26T20:00:00,5,20,1063,47,46,clear,0
2025-09-26T21:00:00,5,21,421,22,54,rain,0
2025-09-26T22:00:00,5,22,207,10,61,rain,0
2025-09-26T23:00:00,5,23,130,6,62,fog,0
2025-09-27T00:00:00,6,0,127,6,65,fog,0
2025-09-27T01:00:00,6,1,122,5,64,rain,0
2025-09-27T02:00:00,6,2,141,6,59,clear,0
2025-09-27T03:00:00,6,3,158,7,61,clear,0
2025-09-27T04:00:00,6,4,143,7,60,rain,0
2025-09-27T05:00:00,6,5,201,10,62,clear,0
2025-09-27T06:00:00,6,6,328,16,58,rain,0
2025-09-27T07:00:00,6,7,832,37,48,clear,0
2025-09-27T08:00:00,6,8,1113,45,45,rain,0
2025-09-27T09:00:00,6,9,1161,44,46,rain,0
2025-09-27T10:00:00,6,10,908,46,45,clear,0
2025-09-27T11:00:00,6,11,574,26,54,clear,0
2025-09-27T12:00:00,6,12,473,22,55,rain,0
2025-09-27T13:00:00,6,13,451,19,58,fog,0
2025-09-27T14:00:00,6,14,590,31,49,clear,0
2025-09-27T15:00:00,6,15,656,32,50,clear,0
2025-09-27T16:00:00,6,16,898,40,45,clear,0
2025-09-27T17:00:00,6,17,1309,65,34,clear,0
2025-09-27T18:00:00,6,18,1446,67,35,clear,0
2025-09-27T19:00:00,6,19,992,46,41,fog,0
2025-09-27T20:00:00,6,20,573,28,55,fog,0
2025-09-27T21:00:00,6,21,370,14,58,clear,0
2025-09-27T22:00:00,6,22,208,10,58,clear,0
2025-09-27T23:00:00,6,23,142,7,61,rain,0
2025-09-28T00:00:00,0,0,108,5,60,fog,0
2025-09-28T01:00:00,0,1,131,5,63,rain,0
2025-09-28T02:00:00,0,2,154,7,62,clear,0
2025-09-28T03:00:00,0,3,122,5,63,fog,0
2025-09-28T04:00:00,0,4,149,6,66,rain,0
2025-09-28T05:00:00,0,5,200,10,63,clear,0
2025-09-28T06:00:00,0,6,393,18,58,clear,0
2025-09-28T07:00:00,0,7,774,29,54,clear,0
2025-09-28T08:00:00,0,8,1046,54,41,rain,0
2025-09-28T09:00:00,0,9,1150,49,46,rain,0
2025-09-28T10:00:00,0,10,779,36,49,rain,0
2025-09-28T11:00:00,0,11,675,27,54,clear,0
2025-09-28T12:00:00,0,12,586,29,51,clear,0
2025-09-28T13:00:00,0,13,510,22,54,rain,0
2025-09-28T14:00:00,0,14,496,26,53,rain,0
2025-09-28T15:00:00,0,15,542,26,53,rain,0
2025-09-28T16:00:00,0,16,823,35,49,clear,0
2025-09-28T17:00:00,0,17,995,43,46,rain,0
2025-09-28T18:00:00,0,18,1147,57,41,fog,0
2025-09-28T19:00:00,0,19,871,36,47,rain,0
2025-09-28T20:00:00,0,20,561,25,55,fog,0
2025-09-28T21:00:00,0,21,336,17,56,rain,0
2025-09-28T22:00:00,0,22,171,8,62,fog,0
2025-09-28T23:00:00,0,23,130,6,65,rain,0
2025-09-29T00:00:00,1,0,135,6,63,clear,0
2025-09-29T01:00:00,1,1,153,6,63,clear,0
2025-09-29T02:00:00,1,2,114,5,63,rain,0
2025-09-29T03:00:00,1,3,148,7,60,clear,0
2025-09-29T04:00:00,1,4,127,6,62,rain,0
2025-09-29T05:00:00,1,5,190,8,62,rain,0
2025-09-29T06:00:00,1,6,554,22,55,clear,0
2025-09-29T07:00:00,1,7,1270,56,38,clear,0
2025-09-29T08:00:00,1,8,2164,84,28,clear,0
2025-09-29T09:00:00,1,9,2108,83,30,clear,0
2025-09-29T10:00:00,1,10,1515,74,31,clear,0
2025-09-29T11:00:00,1,11,719,36,48,fog,0
2025-09-29T12:00:00,1,12,651,30,50,fog,0
2025-09-29T13:00:00,1,13,719,35,49,rain,0
2025-09-29T14:00:00,1,14,706,29,54,rain,0
2025-09-29T15:00:00,1,15,687,32,50,fog,0
2025-09-29T16:00:00,1,16,969,43,46,fog,0
2025-09-29T17:00:00,1,17,2167,95,21,clear,0
2025-09-29T18:00:00,1,18,2231,95,22,clear,0
2025-09-29T19:00:00,1,19,2031,95,21,clear,0
2025-09-29T20:00:00,1,20,872,38,48,rain,0
2025-09-29T21:00:00,1,21,532,24,55,clear,0
2025-09-29T22:00:00,1,22,195,9,58,fog,0
2025-09-29T23:00:00,1,23,178,8,58,clear,0
2025-09-30T00:00:00,2,0,72,3,31,clear,1
2025-09-30T01:00:00,2,1,163,8,61,clear,0
2025-09-30T02:00:00,2,2,151,7,62,clear,0
2025-09-30T03:00:00,2,3,107,5,62,fog,0
2025-09-30T04:00:00,2,4,168,8,63,clear,0
2025-09-30T05:00:00,2,5,226,9,58,clear,0
2025-09-30T06:00:00,2,6,464,26,52,rain,0
2025-09-30T07:00:00,2,7,1105,56,43,clear,0
2025-09-30T08:00:00,2,8,1985,95,21,clear,0
2025-09-30T09:00:00,2,9,1558,73,35,rain,0
2025-09-30T10:00:00,2,10,1362,58,38,rain,0
2025-09-30T11:00:00,2,11,1067,53,42,clear,0
2025-09-30T12:00:00,2,12,631,28,49,fog,0
2025-09-30T13:00:00,2,13,816,42,44,clear,0
2025-09-30T14:00:00,2,14,849,37,49,clear,0
2025-09-30T15:00:00,2,15,970,44,46,clear,0
2025-09-30T16:00:00,2,16,1285,64,36,clear,0
2025-09-30T17:00:00,2,17,1668,71,34,rain,0
2025-09-30T18:00:00,2,18,2083,91,24,rain,0
2025-09-30T19:00:00,2,19,1603,80,28,rain,0
2025-09-30T20:00:00,2,20,912,46,43,rain,0
2025-09-30T21:00:00,2,21,510,24,55,clear,0
2025-09-30T22:00:00,2,22,253,13,60,clear,0
2025-09-30T23:00:00,2,23,165,8,62,clear,0
