borehole_id,site,total_depth_m,n_layers,top3m_avg_density_kg_m3,top3m_avg_vs_m_s,vs30_m_s,nehrp_class,clay_frac,sand_frac,gravel_frac,silt_frac
R_JICA_2002_BH2,R,30,51,1969.4,167.6,218.9,D,0.2,0.568,0,0.232
R_JICA_2002_BH3,R,30.01,31,1981,257.5,204.4,D,0,0.516,0,0.484
R_JICA_2002_BH4,R,30.01,30,1964.1,168.2,157.7,E,0,0.24,0,0.76
R_JICA_2002_BH5,R,30.01,39,2001.8,187.4,218,D,0.344,0.477,0,0.18
R_JICA_2014_TA1,R,26,25,1750,188.6,248.7,D,0.154,0,0,0.846
R_JICA_2014_TC1,R,31,31,1750,206.5,378.2,C,0,0.645,0,0.355
R_JRAP_2016_BH1,R,15,5,1550,106.1,115.8,E,0.133,0.867,0,0
R_JRAP_2016_BH2,R,15,5,1550,68.4,171.4,E,0,1,0,0
R_JRAP_2016_BH3,R,15,5,1550,101.8,127.3,E,0.933,0.067,0,0
R_JRAP_2016_BH4,R,15,3,1550,65,118.8,E,1,0,0,0
R_JRAP_2016_BH5,R,15,5,1550,104,140,E,0.533,0.467,0,0
Ram_Mandir_BKT_BH1,Ram_Mandir_BKT,19.5,12,1700,188.7,222.2,D,0,1,0,0
RES_Daha_2002_BH4,RES,20,15,1917.6,170.6,196.8,D,0.59,0.41,0,0
RES_Pagl_2018_BH1,RES,16,9,1550,126.8,114,E,0,0.125,0,0.875
RES_Pokh_2006_BH6,RES,30,19,1900,280.3,278.8,D,0,0.667,0,0.333
RES_Safe_2018_BH1,RES,30.35,35,1550,145,256.7,D,0.14,0.83,0,0.03
RES_Safe_2018_BH2,RES,20,10,1700,174.3,164.8,E,0.085,0.012,0,0.903
STRO_BH1,STRO,12,7,1550,123.7,147.8,E,0.75,0,0,0.25
